Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Senegal,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities for 2020 published on the AUT website (i.e., considered as a proxy for an ABP)",https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,1
Fiji,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,The ABP is included in the Budget Estimates Report for 2020/2021 (page 321),2 links: http://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/2019-2020-Budget-Estimates-As-Approved-by-Parliament.pdf AND http://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/Budget-Estimates-2020-2021_1.pdf,http://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/Budget-Estimates-2020-2021_1.pdf,1
Lesotho,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"Publication of annual calendars for the auctions of Treasury bills and bonds (i.e., considered as a proxy for an ABP)",2 links: https://www.centralbank.org.ls/images/Financial_Markets/Treasury_Bills/CALENDAR/2020_Treasury_Bills_Calendar.pdf AND https://www.centralbank.org.ls/images/Financial_Markets/Treasury_Bills/CALENDAR/Bonds_Calendar/2020_Bond_Issuance_Calendar_Revised.pdf,https://www.centralbank.org.ls/images/Financial_Markets/Treasury_Bills/CALENDAR/2020_Treasury_Bills_Calendar.pdf,1
Côte d'Ivoire,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"Full plan published on June 2, 2020",https://www.tresor.gouv.ci/tres/fr_FR/plan-de-financement-2020/,https://www.tresor.gouv.ci/tres/fr_FR/plan-de-financement-2020/,1
Liberia,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"External ABP presented in the National Budget, 2020/2021, Annex 3: External Resource Projections",https://www.mfdp.gov.lr/index.php/docs/the-national-budget,https://www.mfdp.gov.lr/index.php/docs/the-national-budget,1
Maldives,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,External ABP included in the Budget in Statistics Report for 2020 (page 137),https://www.finance.gov.mv/public/attachments/8abKxEmFz7tt9H7qcskARR2CUTsCUfeBvOjBxvEA.pdf,https://www.finance.gov.mv/public/attachments/8abKxEmFz7tt9H7qcskARR2CUTsCUfeBvOjBxvEA.pdf,1
Bhutan,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"An external ABP is included in the BL (Table 5.2, page 63). No detailed plan by instruments is presented for domestic borrowing",3 sources: https://www.mof.gov.bt/wp-content/uploads/2019/05/BR2019_20_ENG.pdf and https://www.rma.org.bt/suppliers_procurements_rma_dis_bills.jsp and https://www.rma.org.bt/rgobbond.jsp,https://www.mof.gov.bt/wp-content/uploads/2019/05/BR2019_20_ENG.pdf,1
Cameroon,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage but with a delay > 3 months,2. Limited,"The ABP is included in the DMS for 2020 (Tableau 24, page 37), but posted on the website on May 16, 2020, i.e., more than 3 months after the beginning of the calendar year",https://www.dgb.cm/zone-documentaire/#,https://www.dgb.cm/zone-documentaire/#,1
Ghana,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage but with a delay > 3 months,2. Limited,Borrowing and Recovery Plan posted on the MoF website in April 2020,https://www.mofep.gov.gh/sites/default/files/basic-page/2020-Annual-Borrowing-Plan_.pdf,https://www.mofep.gov.gh/sites/default/files/basic-page/2020-Annual-Borrowing-Plan_.pdf,1
Guinea-Bissau,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage but with a delay > 3 months,2. Limited,"A Note on the Macroeconomic and Fiscal Framework presents the ABP for 2020, but it was published in October 2020.  The annual calendar for the issuances of government securities is published on the AUT website (i.e., considered as a proxy for an ABP)",2 links: http://www.mef.gw/publicacoes/boletim-trimestral-de-conjuntura/13-nota-de-enqudramento-macroeconomico-setembro-de-2020/file AND https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,http://www.mef.gw/publicacoes/boletim-trimestral-de-conjuntura/13-nota-de-enqudramento-macroeconomico-setembro-de-2020/file,1
Uzbekistan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,There is a plan to develop a DMS but no report could be found online,http://dmo.mf.uz/meeting-with-the-deputy-assistant-us-treasury-secretary/,http://dmo.mf.uz/meeting-with-the-deputy-assistant-us-treasury-secretary/,1
Timor-Leste,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,The portfolio analysis in the BL should be complemented by a medium term strategy and debt target,https://www.mof.gov.tl/wp-content/uploads/2020/01/BB1-English-Final.pdf,https://www.mof.gov.tl/wp-content/uploads/2020/01/BB1-English-Final.pdf,1
Dominica,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,The latest DMD found ended in 2017/2018,https://dominica.gov.dm/images/documents/medium_term_debt_management_strategy_2013_2017.pdf,https://dominica.gov.dm/images/documents/medium_term_debt_management_strategy_2013_2017.pdf,1
Bhutan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,The financing strategy presented in the BL (pages 61-62) is not based on a comprehensive portfolio analysis of risks and costs. The 2016 Debt Policy requires the development of DMS,No source,No source,1
Bangladesh,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,The financing strategy discussed in the MT Macroeconomic Policy Statement is not based on a comprehensive portfolio analysis of risks and costs (page 108). Latest full-fledged publicly available DMS found was for 2014,https://mof.portal.gov.bd/site/page/0368cfea-3972-46ce-b085-2a68c764b046,https://mof.portal.gov.bd/site/page/0368cfea-3972-46ce-b085-2a68c764b046,1
Tonga,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,"The Budget Statement, 2020-2021 states that the government implements debt strategies (page 50). But the report cannot be found online",http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,1
Nicaragua,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,"A Presidential Decree makes reference to a 2020-2023 debt strategy, but does not present a portfolio analysis, which should inform the strategy and planning (i.e., the related-annual targets for external and domestic financing)",2 links: http://legislacion.asamblea.gob.ni/normaweb.nsf/($All)/15C44A6CD9C64773062584E9007BF440?OpenDocument AND https://www.lagaceta.gob.ni/2019/12/244,http://legislacion.asamblea.gob.ni/normaweb.nsf/($All)/15C44A6CD9C64773062584E9007BF440?OpenDocument,1
St. Lucia,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,"A DMS covering 2020-2023 has been formulated in February 2020, but the report was not found posted online",https://www.finance.gov.lc/programmes/view/95,https://www.finance.gov.lc/programmes/view/95,1
Zimbabwe,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
"Yemen, Rep.",2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Tuvalu,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Tajikistan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Syrian Arab Republic,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Sudan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
South Sudan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Somalia,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Solomon Islands,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Sierra Leone,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
São Tomé and Principe,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Niger,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Nepal,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Myanmar,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
"Micronesia, Fed. Sts.",2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Marshall Islands,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Liberia,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Lao PDR,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Kiribati,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Haiti,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Guyana,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Guinea-Bissau,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Eritrea,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Djibouti,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
"Congo, Rep.",2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Comoros,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Chad,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Central African Republic,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Cabo Verde,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Burundi,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Afghanistan,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,No source,No source,1
Zambia,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,https://www.mof.gov.zm/?page_id=5252,https://www.mof.gov.zm/?page_id=5252,1
Mozambique,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,https://www.mef.gov.mz/index.php/documentos/instrumentos-de-gestao/-30/668--90,https://www.mef.gov.mz/index.php/documentos/instrumentos-de-gestao/-30/668--90,1
Mauritania,2. Public Debt Management,Debt Management Strategy,No relevant DMS was found,1. Insufficient,,,,1
"Congo, Dem. Rep.",2. Public Debt Management,Annual borrowing plan,No ABP published for current fiscal year,1. Insufficient,"The plan published in the DMS is not sufficiently detailed (Table 2, page 10)",http://minfinrdc.com/minfin/?page_id=8,http://minfinrdc.com/minfin/?page_id=8,1
Papua New Guinea,2. Public Debt Management,Annual borrowing plan,No ABP published for current fiscal year,1. Insufficient,"The financing plan included in the 2020 Budget Strategy Paper is on a net basis (Table 9, page 14)",https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/BSP.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/BSP.pdf,1
Pakistan,2. Public Debt Management,Annual borrowing plan,No ABP published for current fiscal year,1. Insufficient,"The external ABP in the Federal Budget 2020/2021 (External Receipts, page 5) is not sufficiently detailed (i.e., aggregated data for project loans)",http://www.finance.gov.pk/budget/Annual_budget_Statement_English_202021.pdf,http://www.finance.gov.pk/budget/Annual_budget_Statement_English_202021.pdf,1
Guinea,2. Public Debt Management,Annual borrowing plan,No ABP published for current fiscal year,1. Insufficient,"The DMS for 2019-2023 defines an ABP for the year 2019, and the following DMS for 2020-2024 defines an ABP for the year 2021",2 links: https://mef.gov.gn/images/DOCS/SDMT_2019_2023.pdf AND https://www.mef.gov.gn/images/DOCS/Stratgie-de-la-Dette--Moyen-Terme-2020----2024-VF.pdf,https://mef.gov.gn/images/DOCS/SDMT_2019_2023.pdf,1
Bangladesh,2. Public Debt Management,Annual borrowing plan,No ABP published for current fiscal year,1. Insufficient,The borrowing plan for the current fiscal year included in the Statement IX of Annual Financial Statements is not sufficiently detailed to qualify,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/budget_mof/51e7ad3b_9c8d_4ca0_8404_b6e0e77faf9b/BB_18_Statement09_Eng.pdf,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/budget_mof/51e7ad3b_9c8d_4ca0_8404_b6e0e77faf9b/BB_18_Statement09_Eng.pdf,1
